Country Code,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
ARG,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,,,,,,,39000000,54000000,71000000,69000000,101000000,254000000,363000000,524000000,446000000,420000000,420000000,280000000,288000000,403000000,409000000,420000000,284000000,319800000,376700000,392000000,482004066.2,544377042.6,590352559.1,582160100.1,580337544.9,564137635.4,351280000,402950000,520630000,650640000,894824121.7,1174682410,1531726727,1526895361,1712212410,2079139111,2216992900,2329270062,2098996166,2178066124,2108388364,2350351645,2054243293,1688980859,1147034411,1357774877,1761243242
ARM,High-technology exports (% of manufactured exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.139895987,1.573331283,2.842802075,2.324427991,3.37333606,2.850901359,3.027848292,3.021633792,5.651814377,6.13769143,7.550861582,7.055598369,9.791100891,7.140636672,5.956720095,
ARM,High-technology exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5195605,7247588,5130103,4727601,7448895,7581095,9332592,9307631,11860132,21845447,28235636,36293329,45573710,26514439,37562645,
ARM,Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM,Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,154,187,162,62,75,109,119,140,200,151,,206,192,135,226,116,136,121,137,125,121,113,125,107,101,112,63,40,
ARM,"Patent applications, nonresidents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,79,98,154,121,8,16,8,15,7,6,,2,1,5,4,11,6,19,4,6,2,2,1,3,4,4,7,8,
ARM,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.15,262.14,277.22,266.47,348.04,323.2,319.06,321.88,345.96,393.28,356.51,409.88,378.42,434.36,492.32,585.84,547.65,536.58,539.99,530.9,537.58,503.14,511.55,606.36,599.38,,
ARM,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.186920002,0.226009995,0.214000002,0.191060007,0.279870003,0.252550006,0.321090013,0.256590009,0.257609993,0.240569994,0.211070001,0.224380001,0.290930003,0.241390005,0.270139992,0.238529995,0.222159997,0.241510004,0.250019997,0.233050004,0.227880001,0.188759997,0.178540006,0.209199995,0.205829993,
ARM,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASM,High-technology exports (% of manufactured exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASM,High-technology exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASM,Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASM,Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.63101196,403.3342285,150.8017578,100.7353668,,,,,,,,,,,,,,,,,
ASM,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASM,"Patent applications, nonresidents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASM,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASM,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.187869996,0.325280011,0.366919994,0.395520002,,,,,,,,,,,,,,,,
ASM,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASM,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,High-technology exports (% of manufactured exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026055698,0.375050372,0.613426845,,,,
ATG,High-technology exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,3183,11437,,,,
ATG,Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,
ATG,"Patent applications, nonresidents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,7,15,10,12,8,5,,3,8,
ATG,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.14,0.13,1.2,0.25,1,2.08,1.83,0.67,1.67,1.58,5.25,5.29,3.78,2.19,0.85,2.08,2.72,1.7,3.3,3.34,5.45,4.64,5.97,7.29,,
ATG,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133333.3333,,311111.1111,260000,288888.8889,474814.8148,509629.6296,511081.4815,528748.1481,578800,769324.4444,806277.7778,1886308.889,1190460.37,1200365.556,1094687.037,1147304.444,1181754.444,2975174.815,3074426.822,4026738.886,4961232.208,3790929.211,3964437.185,1307832.815,3187710.404,
AUS,High-technology exports (% of manufactured exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.53065906,15.34404144,16.66427799,16.50695995,17.94354938,17.28031183,18.00245691,18.9827747,19.68531481,20.60981426,18.08939302,18.10158332,21.25656882,21.50326488,22.39023042,
AUS,High-technology exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3856932141,4467054952,3840218927,4554403968,5598902061,5466439333,5341235868,5455317567,5089628319,5375124772,4900487730,5231519687,6347419761,5597904737,6309320488,
AUS,Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,814.21598,,795.87794,,819.47485,,961.32396,,885.3275,,1017.79166,,1136.46069,,,,,,,,,,,,,,
AUS,Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3355.86499,,3382.171875,,3475.325195,,3771.538086,,4084.151611,,4248.256348,,4343.126465,,4532.401367,,,,,,,,,,,,
AUS,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,397,458,369,446,565,699,967,1131,1418,1649,1712,1717,1695,1663,1699,1784,1797,1760,1862,1858,1928,2187,2364,2418,2559,2555,2837,2718,2821,2494,2409,2383,2627,3061,1988,2291,2620,2503,2757,2637,2368,2966,
AUS,"Patent applications, nonresidents",,,,,,,,,,,,,,,,,,,,,10259,11378,11373,11542,12178,12132,12349,12611,12431,12901,13278,11762,12100,11284,11647,12277,13221,15398,16063,17960,20073,20548,20181,19176,20274,21302,23166,24122,23525,21187,22478,23143,23731,26656,23968,26314,25774,26403,27200,27121,26926,29443,
AUS,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20800.25,21727.72,21981.46,22207,23495.94,23969.95,24502.31,25655.32,27836.59,31638.87,33906.33,35919.95,37411.04,38773.68,41661.36,45001.84,46312.47,50402.05,52195.34,53365.9,54348.39,54340.32,55556.27,57258.26,60890.77,,
AUS,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.662310004,,1.513560057,,1.573199987,,1.747490048,,1.849020004,,2.180109978,,2.399950027,,2.37074995,2.234839916,,2.17843008,,1.920709968,,1.879770041,,1.828920007,,,
AUS,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170237056.7,162330634.6,154230038.2,148081020.3,186941007.4,239301517.4,261031141,294468435.6,358625655.8,309259521.4,381549793.1,394187702.9,336750552.2,345584849.6,450714506.6,537973548.7,573756156.6,641546473.1,713645961,746149101.7,789823546.5,978059795.2,948333508.2,859824156.7,813652776.3,851550055.5,783100619.9,820885409.2,922957692.5,969116937.6,895325638.8,879093129,1249186728,1244181531
AUS,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808156157.1,825954292.2,806995923.3,843695450.8,798613711.7,969759324.1,1001161631,1146884408,1196946821,1114256382,1267126378,1160197303,1001186254,1184791216,1502670172,1743966466,1972287332,2151687683,2809284035,3012858777,2832316675,3423557729,4110573493,4165820497,3913990517,3973566695,3526073729,3331031239,3471857721,3674795660,3455233880,3585412721,3980422321,4049873949
AUT,High-technology exports (% of manufactured exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9838404,12.66037747,13.43745371,13.70527973,13.25532734,14.54464429,15.36900841,15.49043088,15.03264403,14.4530596,12.88191087,11.64557141,11.47678662,12.2643129,13.77593968,
AUT,High-technology exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16729299005,17672518933,14164719821,15801880493,17846667828,18475488636,20792974041,21648209279,18084508523,17333740587,17021302061,16673587598,15959507308,15986052212,21281208991,
AUT,Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984.82163,,,,1253.18216,,1468.56351,,1788.90602,1957.95224,,1995.61358,,2168.99483,,2373.68529,,2579.54569,,2648.10229,,,,,
AUT,Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2327.407471,,,,2965.68457,,3158.794678,3449.334473,3524.138916,3810.031494,4136.925781,4140.104492,4349.717285,4390.34668,4669.447266,4724.720215,4947.875,5019.438477,5372.239746,5387.929199,5639.063477,5895.443848,5751.322754,,
AUT,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,2327,2390,2233,2345,2324,2269,2210,2249,2212,2105,2025,2076,2117,2190,1989,1728,1909,1910,1957,2028,1961,1815,1932,2120,2248,2270,2271,2385,2298,2263,2424,2154,2258,2162,2092,2205,2078,2073,2039,2066,2124,1872,
AUT,"Patent applications, nonresidents",,,,,,,,,,,,,,,,,,,,,4166,3428,2620,2322,1891,1591,1336,1272,1048,915,670,544,517,513,516,458,449,397,349,341,340,284,329,213,266,235,378,287,329,292,249,276,294,244,271,236,237,232,168,208,173,175,
AUT,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5949.63,6304.13,6222.3,6264.67,6614.6,7073.06,7505.6,7854.83,8060.2,8921.33,9110.6,9799.94,10300.65,10837.18,11058.41,11683.33,12050.36,12201.98,12408.16,12840.55,12668.55,12756.54,12713.75,13162.53,13700.08,,
AUT,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.580770016,1.654909968,1.731549978,1.845370054,1.886019945,1.9921,2.065979958,2.17456007,2.166120052,2.373239994,2.359230042,2.41843009,2.569449902,2.596740007,2.726099968,2.668679953,2.914720058,2.954920053,3.084290028,3.049690008,3.116549969,3.05656004,3.091789961,3.132469893,3.186810017,,
AUT,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390572076.2,707564674.3,944971637.6,1166742028,1005495406,925872141.1,1038988008,1096419839,1078834580,1279030737,1052235870,1170283652,1284820931,1364611493,1431498821,1535015173,1713226656,1651288560
AUT,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333226508,1597968244,1800773476,2092660688,1712417782,1610873768,1864971068,1955209022,1754327695,1777037546,1459761886,1466531271,1663374078,1860498012,2101791072,1635897814,1815605454,1833789953
AZE,High-technology exports (% of manufactured exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.309530992,1.149993006,1.016460669,1.368551661,1.731821187,8.55945903,13.77396721,7.729481744,3.898571966,2.812210783,3.301082064,4.345525061,4.951593404,7.067279517,2.097142562,
AZE,High-technology exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16910321,7425965,4537422,7200494,10332315,45373920,73389339,33923114,13926421,11727294,14069402,21177987,27996627,33914977,22213280,
AZE,Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZE,Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718.798218,1734.854858,1741.113647,
AZE,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,165,,,,,203,234,246,270,281,246,287,226,264,254,193,144,156,168,184,144,204,155,147,90,119,
AZE,"Patent applications, nonresidents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,17,,,,,10,7,18,7,6,13,8,7,17,17,12,,,,,19,22,16,20,18,16,
AZE,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.9,210.93,172.07,165.6,158.76,168.62,255.89,287.37,371.53,360.53,284.11,416.36,472.58,630.74,602.97,637.21,679.62,474.14,389.81,452.3,585.09,724.53,803.23,860.37,993.56,,
AZE,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.235330001,0.369500011,0.421249986,0.392890006,0.335999995,0.340009987,0.301550001,0.324959993,0.298310012,0.219940007,0.171650007,0.170059994,0.165539995,0.249760002,0.218480006,0.210840002,0.214269996,0.209690005,0.209779993,0.222320005,0.206369996,0.18468,0.184159994,0.200130001,0.223900005,0.209140003,
AZE,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,6000,56000,22000,13000,1800000,149000,23000,28000,,,,,,,,,,3384000
AZE,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050000,144000,,46000,1281000,4697000,4827000,19229000,16531000,18423000,28180000,,,,,,,,,,198087000
BDI,High-technology exports (% of manufactured exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.305334494,1.457298325,3.492667709,3.195982557,1.663621512,27.28565555,2.360683661,0.200950839,,
BDI,High-technology exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51849,392605,762345,600998,224837,2019595,224575,37510,,
BDI,Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.60764,,,,,,6.58591,,,,
BDI,Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9279995,,,,,,23.43545914,,,,
BDI,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,2,,2,,
BDI,"Patent applications, nonresidents",,,,,,,,,,,,,,,,,,,,,10,5,2,2,7,,2,,,1,3,,2,1,4,1,4,,,,,,,,,,,,,,,,,,,,,10,2,15,5,,
BDI,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.82,13.35,3.81,6.1,1.65,3.58,0.93,4.42,5.02,4.3,5.63,4.48,2.54,3.33,12.37,10.02,10.65,14.28,12.41,12.5,11.72,13.19,20.58,24.12,33.27,,
BDI,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200680003,0.154170007,0.140959993,0.137189999,,0.107019998,,,,,,0.213119999,,,,
BDI,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4678.554247,4228.753007,45463.58225,29676.34039,6807.056012,241.7463758,13706.90927,3365.347369,,,,
BDI,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,57999.47386,17517.57049,40464.9149,7122.760782,25210.08403,75910.00771,203842.617,96014.13328,12356.8663,15831.39564,96093.21041,23121.64186,,,,,,,,,,,,,,,620741.0618,16637.71675,,186721.7234,3244.484641,150910.1751,19201.23998,4711.486316,,,,
BEL,High-technology exports (% of manufactured exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.462801315,8.943796509,11.35583252,9.262592125,8.673927503,8.940896311,10.63916941,11.93858609,12.33445901,13.33051183,11.49128244,11.70534101,14.14115009,15.30767838,18.33508685,
BEL,High-technology exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28337950654,31661467404,32164705503,18056971492,19708635846,18575748650,23017332289,26766121657,22551602141,27174310784,25234291628,28164337375,33078387589,34420442629,52227761209,
BEL,Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,938.84187,971.23698,1004.89397,1061.92619,1403.22814,1457.2644,1481.71745,1467.82196,1404.7929,1426.6391,1348.9584,1384.87556,1461.58834,1471.85887,1316.48045,1377.89573,,,,,,,,,,,
BEL,Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2461.703613,2568.804199,2695.242676,2899.180908,2970.194336,3123.989258,2958.844971,2967.370117,3091.605225,3142.72998,3284.430664,3395.017578,3411.752686,3519.85498,3732.831299,3875.644043,4113.263672,4155.911133,4528.915039,4711.04541,4780.51709,4729.553711,5003.945801,5253.210449,5750.144043,,
BEL,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,865,806,914,805,869,771,794,548,636,681,643,625,675,809,744,732,776,792,690,591,577,571,601,519,514,517,490,454,575,669,620,636,755,715,889,949,1054,1001,892,876,862,799,
BEL,"Patent applications, nonresidents",,,,,,,,,,,,,,,,,,,,,5104,3918,2944,2261,1966,1476,1334,889,776,663,613,574,499,679,446,355,310,269,249,249,243,264,147,188,122,105,161,163,133,148,140,127,127,161,137,148,119,216,218,257,288,415,
BEL,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8826.61,9009.03,9409.54,9244.92,9593.02,9951.02,10242.87,10826.98,11463.48,12642.34,12916.17,13561.83,14232.84,14702.07,14984.64,15533.91,16204.15,16428.55,16694.78,16448.59,16513.99,16037.22,16172.65,16218.32,17015.55,,
BEL,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.742990017,1.809710026,1.838250041,1.90565002,1.936190009,2.032789946,1.903249979,1.841189981,1.820500016,1.790609956,1.82269001,1.84999001,1.936840057,1.998600006,2.061880112,2.173320055,2.281140089,2.330729961,2.370019913,2.428169966,2.523380041,2.66666007,2.860179901,3.156810045,3.455019951,,
BEL,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649578711.1,883952796.3,1022734876,1359788109,1543172139,1678612578,1515830243,2557958274,2480222841,2533613936,2649669443,3356686925,3306641239,3203851058,3785873238,3636958954,4161056604,3722740529,3886409354,4054815530,3644296528
BEL,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741532731.4,983530497.3,1038258097,1048948518,1077146472,1997290657,2023023359,1934877742,1905030685,2895143845,2822609814,3348514804,3404143477,3336208271,2759594691,3591804626,3809794821,3252753486,3221189018,3243962433,4475828563
BEN,High-technology exports (% of manufactured exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.275855655,4.135343881,1.625438077,1.244878302,4.670717079,2.842286786,1.482914351,1.84364943,2.76448195,
BEN,High-technology exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569796,3987990,1171209,577999,3522292,1403781,700714,1410633,1211677,
BEN,Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEN,Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEN,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEN,"Patent applications, nonresidents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEN,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.51,45.95,40.3,42.5,45.48,42.87,44.73,46.42,58.84,60.94,72.67,93.97,93.43,117.13,105.59,127.92,143.3,178.71,179.98,179.25,171.36,205.58,229.56,264.53,290.5,,
BEN,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEN,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1365.378413,2883.035704,87946.58796,,,1914.148067,,20179.37032,,2021.04203,,,,7898.61692,5074.324494,843.7314586,,143254.1315,,17447.49277,1052870.157,
BEN,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,34114.82203,219701.4201,,,,,,,,,,,,385102.2659,442031.0748,1556059.393,508551.6706,367497.9843,656747.0166,833197.3183,1898611.634,2309713.932,1862464.533,1596399.488,1974369.886,2766815.886,2993875.589,2884026.976,1909819.893,2320997.529,5061757.246,2255156.395,17760.13573,596855.6338,18048.52868,18903.71221,17885.46027,401153.0323,,
BFA,High-technology exports (% of manufactured exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.20080013,16.58322814,10.78721697,8.624837622,14.01696251,11.05877129,4.960277402,5.944967255,5.758532152,5.880928593,25.78715121,3.4012348,2.256539168,
BFA,High-technology exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18492514,11301002,8259133,10978416,14208170,13835438,5765833,6875574,5350848,6498091,34843264,4097239,3595403,
BFA,Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.13021,,,,,,,,,,,,
BFA,Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.57672119,,,,,,,,,,,,
BFA,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,,,1,2,1,,,,,2,,,,,,,,,,,,
BFA,"Patent applications, nonresidents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFA,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.72,52.2,84.78,61.62,48.5,63.92,71.81,76.54,70.98,72.52,99.37,105.16,119.4,129.96,124.71,150.19,189,164.88,169.34,189.65,203.55,205.5,244.18,250.26,246.26,,
BFA,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.158340007,0.181040004,,,,0.168160006,0.301109999,0.241119996,0.21514,0.151659995,,0.098360002,0.165680006,0.177870005,,,,,0.197190002,,,0.613610029,,0.172780007,0.248239994,0.250059992,
BFA,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78480.07074,102374.7348,38116.58839,8505.328379,448671.3306,772416.0457,746244.7752,797732.942,840493.8517,712096.8706,701984.5736,726642.7202,842565.4587,817530.2891,806892.4476,812403.9666,
BFA,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4195286.707,15313.18454,167142.4242,186098.6374,514572.3669,111157.3116,284350.9619,301631.7464,301478.2616,251135.5123,233418.9267,460677.3764,439157.9021,480694.3963,467647.8063,460912.8747,464061.163,
BGD,High-technology exports (% of manufactured exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43548046,0.305861222,0.21302152,0.194923395,0.463362853,0.29908859,,0.307867108,,,,,,,
BGD,High-technology exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62063720,44115902,37560243,43974254,105405035,68647410,,93607707,,,,,,,
BGD,Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGD,Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGD,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,34,39,40,40,62,40,16,23,24,32,32,36,72,36,39,70,22,46,32,49,70,59,43,58,48,50,22,29,60,55,66,37,67,60,44,41,77,61,69,68,40,74,
BGD,"Patent applications, nonresidents",,,,,,,,,,,,,,,,,,,,,102,133,104,123,104,96,77,98,109,76,76,77,89,71,89,156,131,119,184,200,248,236,246,260,268,294,288,270,278,275,276,269,287,243,249,299,267,241,299,345,362,373,
