Country Code,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
KEN,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.355210006,,,0.692219973,,,,,,,,,,,,
KEN,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,8265220.388,,12103555.89,9426236.066,11065925.38,6952886.948,9281028.022,7044031.216,15225365.3,15480382.81,22420376.45,21904294.92,10139035.4,7066730.19,5025533.903,9943448.061,11643555.27,16631622.27,17501232.03,9889483.247,23041658.07,32831073.37,19483268.18,53797178.43,55003126.33,32121764.96,41727704.02,59651853.1,91720736.02,65959474.66,68571479.45,71288309.86,63052340.68,43016838.33,55479004.17,73661978.82
KEN,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,1823210.38,,4228953.261,5978677.505,3846172.489,3352284.779,101528079.8,87130007.14,64942812.05,52106048.28,67870509.2,46834098.93,50826564.68,77305180.52,62162530.43,42413135.3,39191514.88,50346909.84,36900044.49,19722101.69,23566334.83,28437309.8,21238102.94,17804542.29,15092764.09,31781529.12,77528527.67,147498189.7,146182787.7,144483967.3,206821952.1,131726255.2,121644123.3,76192114.52,42251397.39,39863721.77
KGZ,High-technology exports (% of manufactured exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.118500751,5.030346661,1.230755438,3.953168628,4.782588916,5.433465788,2.048257618,12.24602062,19.63131835,17.61234039,8.051890458,6.738478476,8.746550928,15.73243559,
KGZ,High-technology exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11468188,10988696,2970808,11894487,16118188,17235761,6232732,43740659,66838962,88906754,40021412,29752221,27637566,84088351,
KGZ,Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KGZ,Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KGZ,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,119,126,152,111,60,80,84,123,179,,,,155,135,146,134,124,110,111,132,122,84,137,,92,63,83,
KGZ,"Patent applications, nonresidents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,29,142,55,12,2,4,14,5,1,,,,3,3,3,6,5,1,3,7,4,5,9,,1,1,4,
KGZ,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.37,25.89,31.64,30.98,28.88,30.72,29.46,21.7,33.97,44.83,52.37,38.24,49.32,32.54,34.82,48.58,51.95,60.04,52.16,50.49,104.86,111.51,126.98,166.02,193.64,,
KGZ,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.193900004,0.210639998,0.179920003,0.156369999,0.171890005,0.198100001,0.222719997,0.199259996,0.198609993,0.230140001,0.234249994,0.190170005,0.15997,0.155469999,0.156330004,0.166099995,0.14914,0.125359997,0.119029999,0.111210003,0.107069999,0.101070002,0.090159997,0.088809997,,
KGZ,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2569797.371,2816176.96,4834800,1286200,632713.689,512354.3796,961306.0981,1738411.262,2382838.084,2390744.386,,1690333,1094534,1449782,2745240,3206938,1405571,1392185,2682808,804691,632392,1073132,1363164,1941375,3217996
KGZ,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3804809.687,2816176.96,9236500,6924200,3368008.4,3547913.7,2988608.196,5983640.55,19490436.36,11707867.45,,5662074,2586897,6189091,7755518,6927118,4981486,5954780,7538903,5301675,5911752,5000636,5652904,6553731,8282522
KHM,High-technology exports (% of manufactured exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046797643,0.091650036,0.208915176,0.153409396,0.114782587,0.259104012,1.212855152,0.505628376,1.535160367,1.858680921,1.742382521,1.409278881,1.194021544,2.283074805,,
KHM,High-technology exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1604572,3806890,9960158,8239391,7198370,13857078,73018958,31192963,121425753,171116017,177204847,164816028,160372355,308424330,,
KHM,Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.41776,,,,,,,,,,,,,60.88483,,,,,,,
KHM,Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.64162064,,,,,,,,,,,,,30.36704063,,,,,,,
KHM,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,3,,1,,,,
KHM,"Patent applications, nonresidents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,39,28,26,43,53,74,65,65,77,55,160,310,248,,
KHM,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.94,6.79,8.79,10.18,12.15,13.24,24.24,23.91,36.55,35.52,44.33,51.31,50.51,63.69,55.85,70.69,77.26,85.19,93.43,111.19,124.23,123.88,143.87,140.82,166.15,,
KHM,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049800001,,,,,,,,,,,,,0.11823,,,,,,,
KHM,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390158.2116,19756.5,403577.8236,130000,90000,530000,40000,340000,1000000,3840000,2400000,2658758.089,566332.7458,1510723.931,980846.5859,2379521.41,12203602.02,9332128.842,958355.9241,17711102.55
KHM,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4746705,6719858.4,4435554.202,4767498.286,5219087.228,6011050.77,6364995.097,7277620.024,6979500,10224000,6388500,8416000,6280500,10102500,11139000,11889000,20506256.61,12465615.56,10412895.41,12678687.63,27718787.99,26268005.56,20900816.28,18597536.43,37606655.51
KIR,High-technology exports (% of manufactured exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.759342202,1.38260122,2.759507424,3.421474035,21.55036425,,7.672132589,,
KIR,High-technology exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38745,23849,42924,59185,57241,,83778,,
KIR,Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIR,Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIR,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIR,"Patent applications, nonresidents",,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
KIR,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,0.33,0,0,0,0.5,0,0.11,0,0,0.36,2.12,0,0.33,0.33,0,1,1.05,1.94,1.48,2.17,2.54,0.62,3.13,3.69,,
KIR,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIR,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,2168455.09,2513412.387,1502611.716,1729030.074,2328014.993,3102126.63,9282917.897,9552392.994,9606544.446,13433002.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIR,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNA,High-technology exports (% of manufactured exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025390672,1.301051927,0.116633026,35.76767615,35.12059546,27.63543911,23.28034099,25.76347647,34.6026369,,,,,
KNA,High-technology exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7420,302278,34590,12585339,10761053,7944481,4863483,5702669,6842005,,,,,
KNA,Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNA,Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNA,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNA,"Patent applications, nonresidents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,9,4,,,,
KNA,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1.33,1.46,3.24,1.5,1,0.34,0,0.23,1.96,1.94,1.17,4.16,2.82,4.41,4.63,8.85,12.97,15.2,16.63,20.64,28.03,26.05,33.88,33.69,,
KNA,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNA,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106296.2963,,,,,,,310238.1481,202061.1111,99966.2963,99966.2963,,,,,,,,,
KNA,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133333.3333,159259.2593,111111.1111,48148.14815,14814.81481,,296296.2963,311111.1111,303703.7037,822222.2222,825925.9259,927777.7778,887159.2593,1281851.852,1848140.741,2018966.667,1750127.407,1782938.148,2213601.111,1619166.667,1941085.556,2035227.778,2073488.148,2157114.444,3039400.909,2556748.679,2655552.234,1548652.211,1977240.664,3167362.476,2561087.93,2441611.755,
KOR,High-technology exports (% of manufactured exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.22493119,30.33173069,32.06348417,32.07439757,28.1790538,28.21746718,29.81577938,30.05823381,31.21077647,30.52376898,32.54563349,36.3907065,32.40443458,35.73420377,,
KOR,High-technology exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06527E+11,1.10787E+11,1.03492E+11,1.32075E+11,1.33455E+11,1.30655E+11,1.43474E+11,1.49049E+11,1.47041E+11,1.359E+11,1.66653E+11,1.92786E+11,1.53547E+11,1.63987E+11,,
KOR,Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.12265,571.15268,524.31655,556.395,447.49556,446.77609,488.08794,557.92581,571.75161,539.44425,573.55359,704.17934,800.54697,902.60459,959.85384,1042.40285,1152.89228,1156.14651,1228.16954,1212.13441,1227.80109,1251.10685,1311.43521,,,,
KOR,Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2173.350342,2222.267822,1984.977051,2131.358643,2287.288574,2857.845215,2956.63208,3134.090088,3221.460205,3692.165527,4091.411133,4525.932129,4801.242188,4946.085938,5330.80127,5802.836914,6304.138184,6392.63623,6826.273926,7013.490723,7086.446289,7497.596191,7980.395508,8407.757813,8713.59375,,
KOR,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,1241,1319,1556,1599,1997,2702,3640,4871,5696,7020,9082,13253,15951,21449,28554,59228,68405,67359,50596,55970,72831,73714,76570,90313,105250,122188,125476,128701,127114,127316,131805,138034,148136,159978,164073,167275,163424,159084,162561,171603,180477,186245,
KOR,"Patent applications, nonresidents",,,,,,,,,,,,,,,,,,,,,3829,3984,4368,4795,6636,7883,9115,12186,14355,16295,16738,14880,15122,15044,17158,19271,21921,25325,24637,24672,29179,30898,29566,28338,34865,38733,40713,43768,43518,36207,38296,40890,40779,44611,46219,46419,45406,45691,47431,47372,46282,51753,
KOR,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8866.52,11237.92,12158.34,14682.76,15875.05,18435.81,20023.41,23666.41,27597.05,31957.31,37079.26,41212.59,43771.58,45865.76,50224.21,53441.41,56031.5,57348.43,60042.57,62506.07,62559.51,63701.87,66408.77,68934.36,72490.44,,
KOR,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.216160059,2.248300076,2.11026001,2.015670061,2.12519002,2.278650045,2.207740068,2.277220011,2.442140102,2.522900105,2.719340086,2.872580051,2.988869905,3.146689892,3.315779924,3.591989994,3.850399971,3.951240063,4.077859879,3.978199959,3.987040043,4.292059898,4.516329765,4.627029896,4.795710087,,
KOR,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,,,,,,,2000000,,3000000,2000000,23200000,3800000,5700000,6900000,4000000,3200000,15600000,10300000,42600000,23200000,37100000,60500000,105000000,129500000,154800000,299200000,184900000,252600000,261500000,463100000,701500000,947300000,879600000,1339100000,1916800000,2035600000,2115000000,1826800000,2434300000,3255400000,3188400000,4399000000,3902900000,4355300000,5541600000,6553500000,6936000000,7286800000,7749100000,7752000000,6895200000,8070800000,7925500000
KOR,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,,,,,,,1000000,3000000,2000000,1000000,125100000,92200000,166200000,175800000,266200000,325600000,478000000,580300000,823300000,1129300000,1376800000,1608700000,1672700000,1451400000,1767300000,2468100000,2537000000,2529800000,2434400000,2741200000,3300300000,3142000000,3125900000,3660100000,4598100000,4720000000,4776500000,5334400000,5823400000,7355600000,9182900000,7415000000,8616600000,9836800000,10546000000,10055900000,9429400000,9701600000,9812300000,9909400000,9888400000,11116300000,11676500000
KWT,High-technology exports (% of manufactured exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.109997011,2.772107808,,1.659975725,0.133875588,0.127428394,0.146947187,0.203527625,4.116977316,0.902769587,1.349850908,,
KWT,High-technology exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127947715,131438845,,97593423,5504360,4070223,3788705,5445869,231333593,26496306,30598853,,
KWT,Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.53075,45.32747,41.50364,39.60642,39.93758,40.24339,41.63532,42.26328,42.28706,41.28624,37.53965,35.01494,38.28369,29.07867,29.98681,19.70824,,61.98961,54.75036,48.52314,50.93564,45.19843,,,,
KWT,Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.7076874,180.2176666,167.0393524,158.4256744,159.7503357,161.9094543,165.6160736,169.5075531,169.1482391,165.1449738,188.4969635,151.7314148,142.5003967,136.0346832,129.7323914,131.0896606,,620.1670532,395.7669067,478.1551208,501.5656738,513.8602295,184.21315,173.5131073,,
KWT,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,,,,
KWT,"Patent applications, nonresidents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,256,,,,
KWT,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.08,489.87,544.42,562.61,505.73,526.06,512.71,526.51,565.54,620.5,646.42,723.74,756.4,778.34,729.81,775.71,810.69,854.58,765.38,812.67,785.87,828.68,987.49,1124.13,1149.84,,
KWT,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.205379993,0.257959992,0.197630003,0.125420004,0.178839996,0.180010006,0.143470004,0.130099997,0.100830004,0.084789999,0.08585,0.085510001,0.112130001,0.101400003,0.098959997,0.097209997,0.301530004,0.427049994,0.096600004,0.079850003,0.080399998,0.063490003,0.191459998,0.186609998,,
KWT,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KWT,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAC,High-technology exports (% of manufactured exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.28173485,15.62138748,14.87236269,13.65352092,13.87645312,14.21067945,14.20762657,14.75246141,15.63810026,15.41007235,15.04753416,14.67788214,14.93857353,13.47119444,
LAC,High-technology exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52043890515,63449828854,67343251698,72988040517,74273181210,76107611700,73916558273,77020719102,85065335841,89662146736,88282268531,80553131579,,
LAC,Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAC,Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAC,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAC,"Patent applications, nonresidents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAC,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16527.84728,19166.71307,20747.19066,22349.82167,24160.34265,25960.36341,29169.18518,31150.04195,34299.95091,38450.74319,47312.694,50201.64471,56868.61751,61346.79,65868.15,70047.69,75586.17,79026.48,82709.13,84937.97,89121.06,94651.18,101511.16,107316.2,117919.35,,
LAC,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.575420127,0.545435823,0.533882923,0.568607066,0.573809067,0.627366479,0.6189543,0.685865717,0.737630228,0.780308566,0.824284962,0.776859777,0.748008647,0.776694749,0.811252117,0.814967156,0.766326521,0.686983101,0.681023369,0.692079549,0.662288642,,
LAC,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,8000000,8000000,3000000,3008940,2171420,2384260,2405280,143000000,163000000,154500000,173200000,30300000,49800000,74500000,76100000,57100000,61000000,56200000,54150000,54150000,122100000,62600000,194550000,209900000,214000000,275189818.8,169385500,166666500,222917202.5,265321032.9,326364395.4,216914997.6,222480384,212904209.6,248808383.6,280917060.1,326250388.6,303833933.1,442233093.4,642087556.1,837705745.4,792922932.7,661376145.7,975487340.5,930506188.6,1089185151,1095280392,1344328562,1547397499,1739123215,1903835628,1884207414,1779701978,2259234069,2921843400
LAC,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,8000000,7000000,10000000,1002980,6514260,8344910,8868480,228406600,320931640,254355120,312558000,462000000,359900000,606270000,679320000,712390000,646790000,662850000,699769844.3,640458888.9,627033333.3,773250370.4,922490752.5,989034211.1,904587472.5,1046488023,1430156088,1599923222,1938857443,2258673111,2822477401,2766407982,2786320294,2586376271,4154110340,4030022072,3968900665,4903720327,5614227495,6793219494,7649727641,7649571555,9391779919,10920232920,12331174784,13566697470,15053074843,14550049791,14616710466,15391117813,15510891901,14705488635,12641964577,14599714640,17223603681
LAO,High-technology exports (% of manufactured exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.325823547,8.161972814,8.77232289,9.813602078,24.99434242,35.18016555,33.57410017,37.95044844,38.01673905,20.60946364,23.15544737,,
LAO,High-technology exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19433467,21093610,11789240,45042419,153548987,298095207,275176770,389702557,467981187,229427361,235751311,,
LAO,Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAO,Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.83763027,,,,,,,,,,,,,,,,,,,,
LAO,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,2,1,,,,,1,1,1,,3,1,,,,
LAO,"Patent applications, nonresidents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,14,21,36,18,20,43,53,69,43,61,63,97,58,,,,
LAO,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.43,4.06,8.15,6.17,8.57,7.01,12.29,17.72,37.96,24.14,41.42,28.22,34.68,41.96,40.5,49.51,62.81,71.86,56.61,71.37,88.92,77.83,87.87,89.3,89.36,,
LAO,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037099998,,,,,,,,,,,,,,,,,,,,
LAO,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAO,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBN,High-technology exports (% of manufactured exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.047642965,3.388611125,8.236488653,24.11593598,2.950564869,2.29065518,2.674337263,2.521160962,2.18800841,2.822545094,7.609520974,2.354760681,3.890919357,5.13649143,2.154253145,
LBN,High-technology exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51307620,77054017,161872923,605177104,61167595,44875794,49876814,46480137,37644901,38914218,272165507,39529297,65234788,76215324,43838265,
LBN,Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBN,Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBN,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,80,110,,,,,,,
LBN,"Patent applications, nonresidents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,261,194,,,,,,,
LBN,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.34,258,276.74,310.32,414.71,435.09,395.95,472.93,496.57,571.36,644.8,658.62,730.89,778.13,790.71,862.73,1008.31,1097.96,1188.35,1259.31,1453.71,1528.73,1825.45,2027.58,2268.45,,
LBN,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBN,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7278993.902,17871430.09,2659258.48,75864783.76,18283311.7,23893863.58,16383136.28,18623773.72,17741628.18,25522091.89,19013321.93,10563630.29,
LBN,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.84,,,,,942199.4,12920910.57,40173765.91,32815724.76,28121287.53,34761108.11,34392576.1,32884145.91,22307143.2,15670585.06,22573047.82,5018810.253,4898958.376,
LBR,High-technology exports (% of manufactured exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBR,High-technology exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBR,Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBR,Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBR,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBR,"Patent applications, nonresidents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBR,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,0,0.63,0,1,0,0.69,1,1.42,1.08,3.55,3.15,2.14,2.33,4.36,9.22,7.6,3.57,8.45,11.35,16.07,20.74,25.96,21.81,12.07,,
LBR,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBR,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBR,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBY,High-technology exports (% of manufactured exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBY,High-technology exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBY,Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBY,Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBY,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,25,,15,10,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,
LBY,"Patent applications, nonresidents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,47,22,,21,21,37,23,,,,,,,,,,,,,,,,,,,,,,,,,,
